task_id,task_type,domain,prompt,expected_answer,expected_format,risk_level,safety_required,max_latency_ms,max_cost_usd,min_quality_score,allowed_model_classes,evaluation_slice,golden_label,latency_sensitive_flag,cost_sensitive_flag,domain_specialized_flag,created_at
task_01147,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01148,customer_support_response,healthcare,Synthetic healthcare request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in healthcare.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",healthcare_customer_support_response_low,healthcare:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00
task_01149,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_01150,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_01151,batch_low_risk_summary,retail,Synthetic retail request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in retail.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_batch_low_risk_summary_low,retail:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00
task_01152,classification,legal,Synthetic legal request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in legal.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",legal_classification_high,legal:classification:high,False,False,False,2026-01-15T12:00:00+00:00
task_01153,extraction,software_engineering,Synthetic software_engineering request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in software_engineering.,json,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",software_engineering_extraction_low,software_engineering:extraction:low,False,False,False,2026-01-15T12:00:00+00:00
task_01154,summarization,general_business,Synthetic general_business request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in general_business.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_summarization_low,general_business:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_01155,retrieval_qa,finance,Synthetic finance request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in finance.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_retrieval_qa_high,finance:retrieval_qa:high,False,False,False,2026-01-15T12:00:00+00:00
task_01156,policy_answering,healthcare,Synthetic healthcare request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in healthcare.,markdown,high,True,1600,0.0009,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_policy_answering_high,healthcare:policy_answering:high,False,True,False,2026-01-15T12:00:00+00:00
task_01157,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01158,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_01159,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01160,customer_support_response,customer_support,Synthetic customer_support request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in customer_support.,markdown,medium,False,450,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",customer_support_customer_support_response_medium,customer_support:customer_support_response:medium,True,False,False,2026-01-15T12:00:00+00:00
task_01161,code_assistance,software_engineering,Synthetic software_engineering request requiring code_assistance handling. Use only fabricated business context.,Expected synthetic answer for code_assistance in software_engineering.,markdown,low,False,1600,0.003,0.65,"[""code_specialist"", ""fallback_safe"", ""general"", ""large_accurate""]",software_engineering_code_assistance_low,software_engineering:code_assistance:low,False,False,True,2026-01-15T12:00:00+00:00
task_01162,safety_sensitive_answer,healthcare,Synthetic healthcare request requiring safety_sensitive_answer handling. Use only fabricated business context.,Expected synthetic answer for safety_sensitive_answer in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_safety_sensitive_answer_high,healthcare:safety_sensitive_answer:high,False,False,False,2026-01-15T12:00:00+00:00
task_01163,batch_low_risk_summary,general_business,Synthetic general_business request requiring batch_low_risk_summary handling. Use only fabricated business context.,Expected synthetic answer for batch_low_risk_summary in general_business.,markdown,low,False,1600,0.0009,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",general_business_batch_low_risk_summary_low,general_business:batch_low_risk_summary:low,False,True,False,2026-01-15T12:00:00+00:00
task_01164,classification,healthcare,Synthetic healthcare request requiring classification handling. Use only fabricated business context.,Expected synthetic answer for classification in healthcare.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_classification_high,healthcare:classification:high,False,False,False,2026-01-15T12:00:00+00:00
task_01165,extraction,insurance,Synthetic insurance request requiring extraction handling. Use only fabricated business context.,Expected synthetic answer for extraction in insurance.,json,medium,False,900,0.003,0.76,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",insurance_extraction_medium,insurance:extraction:medium,False,False,False,2026-01-15T12:00:00+00:00
task_01166,summarization,cybersecurity,Synthetic cybersecurity request requiring summarization handling. Use only fabricated business context.,Expected synthetic answer for summarization in cybersecurity.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",cybersecurity_summarization_low,cybersecurity:summarization:low,False,False,False,2026-01-15T12:00:00+00:00
task_01167,retrieval_qa,retail,Synthetic retail request requiring retrieval_qa handling. Use only fabricated business context.,Expected synthetic answer for retrieval_qa in retail.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",retail_retrieval_qa_low,retail:retrieval_qa:low,False,False,False,2026-01-15T12:00:00+00:00
task_01168,policy_answering,customer_support,Synthetic customer_support request requiring policy_answering handling. Use only fabricated business context.,Expected synthetic answer for policy_answering in customer_support.,markdown,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",customer_support_policy_answering_high,customer_support:policy_answering:high,False,False,False,2026-01-15T12:00:00+00:00
task_01169,fraud_triage,finance,Synthetic finance request requiring fraud_triage handling. Use only fabricated business context.,Expected synthetic answer for fraud_triage in finance.,json,high,True,1600,0.0065,0.86,"[""fallback_safe"", ""large_accurate"", ""safety_guarded""]",finance_fraud_triage_high,finance:fraud_triage:high,False,False,True,2026-01-15T12:00:00+00:00
task_01170,healthcare_claim_review,healthcare,Synthetic healthcare request requiring healthcare_claim_review handling. Use only fabricated business context.,Expected synthetic answer for healthcare_claim_review in healthcare.,markdown,high,True,1600,0.0065,0.86,"[""domain_healthcare"", ""fallback_safe"", ""large_accurate"", ""safety_guarded""]",healthcare_healthcare_claim_review_high,healthcare:healthcare_claim_review:high,False,False,True,2026-01-15T12:00:00+00:00
task_01171,finance_explanation,finance,Synthetic finance request requiring finance_explanation handling. Use only fabricated business context.,Expected synthetic answer for finance_explanation in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_finance_explanation_low,finance:finance_explanation:low,False,False,True,2026-01-15T12:00:00+00:00
task_01172,customer_support_response,finance,Synthetic finance request requiring customer_support_response handling. Use only fabricated business context.,Expected synthetic answer for customer_support_response in finance.,markdown,low,False,1600,0.003,0.65,"[""batch_cheap"", ""canary"", ""code_specialist"", ""domain_finance"", ""domain_healthcare"", ""fallback_safe"", ""general"", ""large_accurate"", ""small_fast""]",finance_customer_support_response_low,finance:customer_support_response:low,False,False,False,2026-01-15T12:00:00+00:00
