task_id,model_id,response_text,simulated_quality_score,simulated_safety_score,simulated_latency_ms,simulated_cost_usd,simulated_reliability_score,simulated_refusal_flag,format_valid_flag,error_flag,timeout_flag,confidence_score
task_00781,accurate_large_model,Simulated Accurate Large Model response for extraction in finance.,0.88,0.87,1417,0.0072,0.95,False,True,False,False,0.9
task_00781,safety_guarded_model,Simulated Safety Guarded Model response for extraction in finance.,0.82,0.96,945,0.00456,0.97,False,True,False,False,0.9167
task_00781,finance_domain_model,Simulated Finance Domain Model response for extraction in finance.,0.93,0.88,819,0.00324,0.95,False,True,False,False,0.92
task_00781,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in finance.,0.67,0.94,861,0.0036,0.96,False,True,False,False,0.8567
task_00781,code_specialist_model,Simulated Code Specialist Model response for extraction in finance.,0.65,0.76,651,0.00264,0.94,False,True,False,False,0.7833
task_00781,cheap_batch_model,Simulated Cheap Batch Model response for extraction in finance.,0.5,0.7,441,0.000216,0.93,False,False,False,False,0.71
task_00781,experimental_canary_model,Simulated Experimental Canary Model response for extraction in finance.,0.88,0.84,756,0.00252,0.85,False,True,False,False,0.8567
task_00781,fallback_model,Simulated Fallback Model response for extraction in finance.,0.6,0.91,525,0.00108,0.99,False,True,False,False,0.8333
task_00782,fast_small_model,Simulated Fast Small Model response for summarization in healthcare.,0.644,0.68,242,0.00049,0.94,False,True,False,False,0.7547
task_00782,balanced_general_model,Simulated Balanced General Model response for summarization in healthcare.,0.774,0.82,715,0.00224,0.96,False,True,False,False,0.8513
task_00782,accurate_large_model,Simulated Accurate Large Model response for summarization in healthcare.,0.884,0.87,1485,0.0084,0.95,False,True,False,False,0.9013
task_00782,safety_guarded_model,Simulated Safety Guarded Model response for summarization in healthcare.,0.824,0.96,990,0.00532,0.97,False,True,False,False,0.918
task_00782,finance_domain_model,Simulated Finance Domain Model response for summarization in healthcare.,0.664,0.88,858,0.00378,0.95,False,True,False,False,0.8313
task_00782,healthcare_domain_model,Simulated Healthcare Domain Model response for summarization in healthcare.,0.944,0.94,902,0.0042,0.96,False,True,False,False,0.948
task_00782,code_specialist_model,Simulated Code Specialist Model response for summarization in healthcare.,0.654,0.76,682,0.00308,0.94,False,True,False,False,0.7847
task_00782,cheap_batch_model,Simulated Cheap Batch Model response for summarization in healthcare.,0.504,0.7,462,0.000252,0.93,False,False,False,False,0.7113
task_00782,experimental_canary_model,Simulated Experimental Canary Model response for summarization in healthcare.,0.804,0.84,792,0.00294,0.9,False,True,False,False,0.848
task_00782,fallback_model,Simulated Fallback Model response for summarization in healthcare.,0.604,0.91,550,0.00126,0.99,False,True,False,False,0.8347
task_00783,fast_small_model,Simulated Fast Small Model response for retrieval_qa in insurance.,0.468,0.56,473,0.000784,0.94,False,False,False,False,0.656
task_00783,balanced_general_model,Simulated Balanced General Model response for retrieval_qa in insurance.,0.778,0.82,967,0.003584,0.96,False,True,False,False,0.8527
task_00783,accurate_large_model,Simulated Accurate Large Model response for retrieval_qa in insurance.,0.888,0.87,1772,0.01344,0.95,False,True,False,False,0.9027
task_00783,safety_guarded_model,Simulated Safety Guarded Model response for retrieval_qa in insurance.,0.828,0.99,1255,0.008512,0.97,False,True,False,False,0.9293
task_00783,finance_domain_model,Simulated Finance Domain Model response for retrieval_qa in insurance.,0.848,0.88,1117,0.006048,0.95,False,True,False,False,0.8927
task_00783,healthcare_domain_model,Simulated Healthcare Domain Model response for retrieval_qa in insurance.,0.948,0.98,1163,0.00672,0.96,False,True,False,False,0.9627
task_00783,code_specialist_model,Simulated Code Specialist Model response for retrieval_qa in insurance.,0.658,0.64,933,0.004928,0.94,False,True,False,False,0.746
task_00783,cheap_batch_model,Simulated Cheap Batch Model response for retrieval_qa in insurance.,0.328,0.58,703,0.000403,0.93,False,False,False,False,0.6127
task_00783,experimental_canary_model,Simulated Experimental Canary Model response for retrieval_qa in insurance.,0.888,0.84,1048,0.004704,0.9,False,True,False,False,0.876
task_00783,fallback_model,Simulated Fallback Model response for retrieval_qa in insurance.,0.608,0.91,795,0.002016,0.99,False,True,False,False,0.836
task_00784,fast_small_model,Simulated Fast Small Model response for policy_answering in cybersecurity.,0.472,0.56,407,0.000882,0.94,False,False,False,False,0.6573
task_00784,balanced_general_model,Simulated Balanced General Model response for policy_answering in cybersecurity.,0.782,0.82,772,0.004032,0.96,False,True,False,False,0.854
task_00784,accurate_large_model,Simulated Accurate Large Model response for policy_answering in cybersecurity.,0.892,0.87,1367,0.01512,0.95,False,True,False,False,0.904
task_00784,safety_guarded_model,Simulated Safety Guarded Model response for policy_answering in cybersecurity.,0.832,0.99,985,0.009576,0.97,False,True,False,False,0.9307
task_00784,finance_domain_model,Simulated Finance Domain Model response for policy_answering in cybersecurity.,0.672,0.88,883,0.006804,0.95,False,True,False,False,0.834
task_00784,healthcare_domain_model,Simulated Healthcare Domain Model response for policy_answering in cybersecurity.,0.682,0.98,917,0.00756,0.96,False,True,False,False,0.874
task_00784,code_specialist_model,Simulated Code Specialist Model response for policy_answering in cybersecurity.,0.662,0.64,747,0.005544,0.94,False,True,False,False,0.7473
task_00784,cheap_batch_model,Simulated Cheap Batch Model response for policy_answering in cybersecurity.,0.332,0.58,577,0.000454,0.93,False,False,False,False,0.614
task_00784,experimental_canary_model,Simulated Experimental Canary Model response for policy_answering in cybersecurity.,0.892,0.84,832,0.005292,0.9,False,True,False,False,0.8773
task_00784,fallback_model,Simulated Fallback Model response for policy_answering in cybersecurity.,0.612,0.91,645,0.002268,0.99,False,True,False,False,0.8373
task_00785,fast_small_model,Simulated Fast Small Model response for fraud_triage in finance.,0.476,0.56,418,0.00049,0.94,False,False,False,False,0.6587
task_00785,balanced_general_model,Simulated Balanced General Model response for fraud_triage in finance.,0.786,0.82,805,0.00224,0.96,False,True,False,False,0.8553
task_00785,accurate_large_model,Simulated Accurate Large Model response for fraud_triage in finance.,0.896,0.87,1435,0.0084,0.95,False,True,False,False,0.9053
task_00785,safety_guarded_model,Simulated Safety Guarded Model response for fraud_triage in finance.,0.836,0.99,1030,0.00532,0.97,False,True,False,False,0.932
task_00785,finance_domain_model,Simulated Finance Domain Model response for fraud_triage in finance.,0.946,0.88,922,0.00378,0.95,False,True,False,False,0.9253
task_00785,healthcare_domain_model,Simulated Healthcare Domain Model response for fraud_triage in finance.,0.686,0.98,958,0.0042,0.96,False,True,False,False,0.8753
task_00785,code_specialist_model,Simulated Code Specialist Model response for fraud_triage in finance.,0.666,0.64,778,0.00308,0.94,False,True,False,False,0.7487
task_00785,cheap_batch_model,Simulated Cheap Batch Model response for fraud_triage in finance.,0.336,0.58,598,0.000252,0.93,False,False,False,False,0.6153
task_00785,experimental_canary_model,Simulated Experimental Canary Model response for fraud_triage in finance.,0.896,0.84,868,0.00294,0.9,False,True,False,False,0.8787
task_00785,fallback_model,Simulated Fallback Model response for fraud_triage in finance.,0.616,0.91,670,0.00126,0.99,False,True,False,False,0.8387
task_00786,fast_small_model,Simulated Fast Small Model response for healthcare_claim_review in healthcare.,0.48,0.56,429,0.000588,0.94,False,False,False,False,0.66
task_00786,balanced_general_model,Simulated Balanced General Model response for healthcare_claim_review in healthcare.,0.79,0.82,837,0.002688,0.96,False,True,False,False,0.8567
task_00786,accurate_large_model,Simulated Accurate Large Model response for healthcare_claim_review in healthcare.,0.9,0.87,1502,0.01008,0.95,False,True,False,False,0.9067
task_00786,safety_guarded_model,Simulated Safety Guarded Model response for healthcare_claim_review in healthcare.,0.84,0.99,1075,0.006384,0.97,True,True,False,False,0.9333
task_00786,finance_domain_model,Simulated Finance Domain Model response for healthcare_claim_review in healthcare.,0.68,0.88,961,0.004536,0.95,False,True,False,False,0.8367
task_00786,healthcare_domain_model,Simulated Healthcare Domain Model response for healthcare_claim_review in healthcare.,0.96,0.98,999,0.00504,0.96,False,True,False,False,0.9667
task_00786,code_specialist_model,Simulated Code Specialist Model response for healthcare_claim_review in healthcare.,0.67,0.64,809,0.003696,0.94,False,True,False,False,0.75
task_00786,cheap_batch_model,Simulated Cheap Batch Model response for healthcare_claim_review in healthcare.,0.34,0.58,619,0.000302,0.93,False,False,False,False,0.6167
task_00786,experimental_canary_model,Simulated Experimental Canary Model response for healthcare_claim_review in healthcare.,0.82,0.84,904,0.003528,0.9,False,True,False,False,0.8533
task_00786,fallback_model,Simulated Fallback Model response for healthcare_claim_review in healthcare.,0.62,0.91,695,0.001512,0.99,False,True,False,False,0.84
task_00787,fast_small_model,Simulated Fast Small Model response for finance_explanation in finance.,0.664,0.68,220,0.00049,0.94,False,True,False,False,0.7613
task_00787,balanced_general_model,Simulated Balanced General Model response for finance_explanation in finance.,0.794,0.82,650,0.00224,0.96,False,True,False,False,0.858
task_00787,accurate_large_model,Simulated Accurate Large Model response for finance_explanation in finance.,0.904,0.87,1350,0.0084,0.95,False,True,False,False,0.908
task_00787,safety_guarded_model,Simulated Safety Guarded Model response for finance_explanation in finance.,0.844,0.96,900,0.00532,0.97,False,True,False,False,0.9247
task_00787,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.954,0.88,780,0.00378,0.95,False,True,False,False,0.928
task_00787,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.694,0.94,820,0.0042,0.96,False,True,False,False,0.8647
task_00787,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.674,0.76,620,0.00308,0.94,False,True,False,False,0.7913
task_00787,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.524,0.7,420,0.000252,0.93,False,False,False,False,0.718
task_00787,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.904,0.84,720,0.00294,0.9,False,True,False,False,0.8813
task_00787,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.624,0.91,500,0.00126,0.99,False,True,False,False,0.8413
task_00788,fast_small_model,Simulated Fast Small Model response for customer_support_response in software_engineering.,0.668,0.68,231,0.00056,0.94,False,True,False,False,0.7627
task_00788,balanced_general_model,Simulated Balanced General Model response for customer_support_response in software_engineering.,0.798,0.82,682,0.00256,0.96,False,True,False,False,0.8593
task_00788,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in software_engineering.,0.908,0.87,1417,0.0096,0.95,False,True,False,False,0.9093
task_00788,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in software_engineering.,0.848,0.96,945,0.00608,0.97,False,True,False,False,0.926
task_00788,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in software_engineering.,0.688,0.88,819,0.00432,0.95,False,True,False,False,0.8393
task_00788,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in software_engineering.,0.698,0.94,861,0.0048,0.96,False,True,False,False,0.866
task_00788,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in software_engineering.,0.678,0.76,651,0.00352,0.94,False,True,False,False,0.7927
task_00788,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in software_engineering.,0.528,0.7,441,0.000288,0.93,False,False,False,False,0.7193
